pokemon_id,donation_date,donation_number_of_pokemon,donation_amount_eur,pokemon_identifier,pokemon_name,pokemon_type
72,2023-12-24,54,3012.12,72,Tentacool,water
369,2023-12-03,12,346.68,369,Relicanth,water
483,2023-12-13,25,1115.5,483,Dialga,steel
793,2023-12-26,74,5198.5,793,Nihilego,rock
257,2023-12-14,33,764.61,257,Blaziken,fire
211,2023-12-08,90,6569.1,211,Qwilfish,water
618,2023-12-10,62,673.94,618,Stunfisk,ground
281,2023-12-26,51,4303.89,281,Kirlia,psychic
217,2023-12-18,53,110.24,217,Ursaring,normal
404,2023-12-23,81,4352.13,404,Luxio,electric
297,2023-12-05,91,8048.04,297,Hariyama,fighting
575,2023-12-05,98,2457.84,575,Gothorita,psychic
541,2023-12-07,80,5568.8,541,Swadloon,bug
692,2023-12-02,42,1646.82,692,Clauncher,water
164,2023-12-15,97,4184.58,164,Noctowl,normal
754,2023-12-27,34,864.62,754,Lurantis,grass
48,2023-12-25,82,3058.6,48,Venonat,bug
395,2023-12-15,16,1452.48,395,Empoleon,water
194,2023-12-27,94,4965.08,194,Wooper,water
748,2023-12-17,93,7478.13,748,Toxapex,poison
678,2023-12-16,96,9395.52,678,Meowstic,psychic
484,2023-12-10,35,853.3,484,Palkia,water
269,2023-12-09,33,2508.66,269,Dustox,bug
82,2023-12-12,41,1688.79,82,Magneton,electric
227,2023-12-30,22,726.22,227,Skarmory,steel
165,2023-12-11,8,301.76,165,Ledyba,bug
350,2023-12-24,8,673.04,350,Milotic,water
196,2023-12-21,18,489.42,196,Espeon,psychic
447,2023-12-22,90,1859.4,447,Riolu,fighting
396,2023-12-15,41,3179.14,396,Starly,normal
744,2023-12-21,75,7059.0,744,Rockruff,rock
799,2023-12-02,10,674.3,799,Guzzlord,dark
164,2023-12-11,45,1161.9,164,Noctowl,normal
640,2023-12-19,24,1526.4,640,Virizion,grass
288,2023-12-23,61,5371.05,288,Vigoroth,normal
647,2023-12-25,8,224.24,647,Keldeo,water
688,2023-12-31,59,16.52,688,Binacle,rock
137,2023-12-10,90,6818.4,137,Porygon,normal
57,2023-12-26,10,327.3,57,Primeape,fighting
379,2023-12-28,80,1630.4,379,Registeel,steel
299,2023-12-02,33,652.08,299,Nosepass,rock
477,2023-12-26,10,5.6,477,Dusknoir,ghost
165,2023-12-31,45,2326.95,165,Ledyba,bug
757,2023-12-08,38,3431.02,757,Salandit,poison
341,2023-12-30,4,383.8,341,Corphish,water
794,2023-12-17,32,2918.08,794,Buzzwole,bug
317,2023-12-28,80,5390.4,317,Swalot,poison
728,2023-12-17,85,4962.3,728,Popplio,water
529,2023-12-03,66,5298.48,529,Drilbur,ground
63,2023-12-07,7,260.75,63,Abra,psychic
211,2023-12-06,0,0.0,211,Qwilfish,water
711,2023-12-11,62,1981.52,711,Gourgeist,ghost
687,2023-12-22,46,3937.14,687,Malamar,dark
647,2023-12-26,24,1826.4,647,Keldeo,water
103,2023-12-23,69,6628.83,103,Exeggutor,grass
438,2023-12-01,97,1091.25,438,Bonsly,rock
279,2023-12-17,16,17.6,279,Pelipper,water
524,2023-12-09,72,4541.04,524,Roggenrola,rock
161,2023-12-18,94,720.98,161,Sentret,normal
567,2023-12-06,62,2509.76,567,Archeops,rock
119,2023-12-08,80,1125.6,119,Seaking,water
478,2023-12-28,94,3110.46,478,Froslass,ice
606,2023-12-26,56,2868.88,606,Beheeyem,psychic
91,2023-12-11,71,5517.41,91,Cloyster,water
389,2023-12-12,99,6637.95,389,Torterra,grass
167,2023-12-14,10,415.9,167,Spinarak,bug
795,2023-12-13,18,1684.26,795,Pheromosa,bug
144,2023-12-29,60,4810.8,144,Articuno,ice
701,2023-12-31,0,0.0,701,Hawlucha,fighting
538,2023-12-01,86,406.78,538,Throh,fighting
496,2023-12-05,89,3470.11,496,Servine,grass
8,2023-12-14,31,2325.0,8,Wartortle,water
8,2023-12-12,12,261.12,8,Wartortle,water
789,2023-12-05,99,5274.72,789,Cosmog,psychic
382,2023-12-15,29,805.91,382,Kyogre,water
708,2023-12-05,84,8169.84,708,Phantump,ghost
764,2023-12-20,21,1284.99,764,Comfey,fairy
552,2023-12-10,80,2894.4,552,Krokorok,ground
643,2023-12-20,61,348.31,643,Reshiram,dragon
56,2023-12-24,94,8931.88,56,Mankey,fighting
462,2023-12-24,79,1334.31,462,Magnezone,electric
369,2023-12-13,93,1368.96,369,Relicanth,water
751,2023-12-11,50,4242.5,751,Dewpider,water
147,2023-12-15,29,1166.09,147,Dratini,dragon
488,2023-12-08,90,2251.8,488,Cresselia,psychic
254,2023-12-21,58,5181.14,254,Sceptile,grass
419,2023-12-20,44,3506.36,419,Floatzel,water
544,2023-12-08,35,1012.9,544,Whirlipede,bug
42,2023-12-27,93,2719.32,42,Golbat,poison
433,2023-12-01,65,1588.6,433,Chingling,psychic
576,2023-12-01,4,115.0,576,Gothitelle,psychic
560,2023-12-23,80,5252.8,560,Scrafty,dark
262,2023-12-01,36,2803.32,262,Mightyena,dark
3,2023-12-08,38,3290.04,3,Venusaur,grass
369,2023-12-14,34,2969.22,369,Relicanth,water
236,2023-12-13,83,1369.5,236,Tyrogue,fighting
650,2023-12-27,10,738.8,650,Chespin,grass
258,2023-12-18,52,4034.68,258,Mudkip,water
661,2023-12-10,10,524.3,661,Fletchling,normal
765,2023-12-08,30,1268.1,765,Oranguru,normal
425,2023-12-12,2,53.56,425,Drifloon,ghost
331,2023-12-13,45,2842.2,331,Cacnea,grass
441,2023-12-17,47,1289.68,441,Chatot,normal
518,2023-12-19,53,2341.54,518,Musharna,psychic
778,2023-12-16,38,49.02,778,Mimikyu,ghost
558,2023-12-04,54,3133.08,558,Crustle,bug
184,2023-12-18,25,1836.75,184,Azumarill,water
759,2023-12-08,45,329.4,759,Stufful,normal
386,2023-12-12,6,137.7,386,Deoxys,psychic
63,2023-12-27,86,6692.52,63,Abra,psychic
315,2023-12-23,52,354.12,315,Roselia,grass
368,2023-12-18,21,620.76,368,Gorebyss,water
520,2023-12-14,79,4190.95,520,Tranquill,normal
280,2023-12-25,77,1451.45,280,Ralts,psychic
538,2023-12-08,67,1783.54,538,Throh,fighting
723,2023-12-12,27,1460.16,723,Dartrix,grass
642,2023-12-21,49,4771.62,642,Thundurus,electric
479,2023-12-21,1,67.2,479,Rotom,electric
164,2023-12-02,63,1288.35,164,Noctowl,normal
794,2023-12-30,96,9426.24,794,Buzzwole,bug
583,2023-12-18,1,94.25,583,Vanillish,ice
457,2023-12-14,27,414.45,457,Lumineon,water
288,2023-12-22,12,549.36,288,Vigoroth,normal
31,2023-12-22,89,2728.74,31,Nidoqueen,poison
584,2023-12-25,25,1147.0,584,Vanilluxe,ice
499,2023-12-09,81,236.52,499,Pignite,fire
7,2023-12-28,95,7931.55,7,Squirtle,water
116,2023-12-06,47,2557.27,116,Horsea,water
289,2023-12-13,5,436.9,289,Slaking,normal
520,2023-12-09,32,569.92,520,Tranquill,normal
406,2023-12-26,9,364.86,406,Budew,grass
110,2023-12-01,72,1993.68,110,Weezing,poison
612,2023-12-05,93,2592.84,612,Haxorus,dragon
421,2023-12-27,16,32.64,421,Cherrim,grass
6,2023-12-23,32,1597.12,6,Charizard,fire
92,2023-12-30,41,3104.11,92,Gastly,ghost
541,2023-12-03,35,260.05,541,Swadloon,bug
70,2023-12-08,59,761.1,70,Weepinbell,grass
97,2023-12-01,27,1407.51,97,Hypno,psychic
663,2023-12-11,96,8995.2,663,Talonflame,fire
582,2023-12-24,47,1142.1,582,Vanillite,ice
243,2023-12-15,40,1535.2,243,Raikou,electric
470,2023-12-28,61,91.5,470,Leafeon,grass
686,2023-12-13,86,1839.54,686,Inkay,dark
68,2023-12-26,6,116.76,68,Machamp,fighting
320,2023-12-14,51,2352.12,320,Wailmer,water
734,2023-12-31,51,4626.21,734,Yungoos,normal
24,2023-12-21,50,1690.5,24,Arbok,poison
534,2023-12-01,61,2165.5,534,Conkeldurr,fighting
83,2023-12-18,95,4212.3,83,Farfetch'd,normal
137,2023-12-28,47,2376.79,137,Porygon,normal
160,2023-12-02,41,422.3,160,Feraligatr,water
687,2023-12-10,96,696.0,687,Malamar,dark
253,2023-12-17,35,1186.5,253,Grovyle,grass
604,2023-12-06,83,4182.37,604,Eelektross,electric
429,2023-12-17,71,6831.62,429,Mismagius,ghost
101,2023-12-19,3,182.01,101,Electrode,electric
232,2023-12-28,94,9181.92,232,Donphan,ground
725,2023-12-13,22,192.06,725,Litten,fire
514,2023-12-10,14,345.24,514,Simisear,fire
201,2023-12-23,78,1079.52,201,Unown,psychic
675,2023-12-12,2,118.66,675,Pangoro,fighting
299,2023-12-06,35,2180.15,299,Nosepass,rock
655,2023-12-21,19,1704.87,655,Delphox,fire
537,2023-12-22,45,1026.0,537,Seismitoad,water
547,2023-12-23,98,7559.72,547,Whimsicott,grass
250,2023-12-16,71,2062.55,250,Ho-Oh,fire
150,2023-12-23,52,4632.68,150,Mewtwo,psychic
751,2023-12-08,53,880.86,751,Dewpider,water
478,2023-12-19,28,1333.92,478,Froslass,ice
273,2023-12-05,8,771.76,273,Seedot,grass
102,2023-12-12,78,5242.38,102,Exeggcute,grass
287,2023-12-25,67,4700.72,287,Slakoth,normal
377,2023-12-11,81,1705.86,377,Regirock,rock
419,2023-12-14,23,486.22,419,Floatzel,water
193,2023-12-13,59,4502.88,193,Yanma,bug
522,2023-12-08,73,4000.4,522,Blitzle,electric
617,2023-12-10,76,4286.4,617,Accelgor,bug
625,2023-12-29,35,1829.8,625,Bisharp,dark
618,2023-12-02,66,1128.6,618,Stunfisk,ground
675,2023-12-17,83,112.88,675,Pangoro,fighting
290,2023-12-30,40,3921.6,290,Nincada,bug
194,2023-12-04,52,3463.2,194,Wooper,water
485,2023-12-21,82,3130.76,485,Heatran,fire
672,2023-12-21,63,3424.05,672,Skiddo,grass
678,2023-12-17,93,1536.36,678,Meowstic,psychic
327,2023-12-08,74,7211.3,327,Spinda,normal
81,2023-12-25,69,6304.53,81,Magnemite,electric
460,2023-12-25,4,182.6,460,Abomasnow,grass
761,2023-12-08,67,1282.38,761,Bounsweet,grass
664,2023-12-18,6,191.88,664,Scatterbug,bug
299,2023-12-02,74,4807.04,299,Nosepass,rock
134,2023-12-10,27,1208.79,134,Vaporeon,water
88,2023-12-18,15,689.55,88,Grimer,poison
689,2023-12-28,98,1008.42,689,Barbaracle,rock
484,2023-12-11,42,159.18,484,Palkia,water
724,2023-12-14,84,430.92,724,Decidueye,grass
433,2023-12-12,9,731.25,433,Chingling,psychic
125,2023-12-28,86,726.7,125,Electabuzz,electric
727,2023-12-06,43,3881.61,727,Incineroar,fire
680,2023-12-04,80,4241.6,680,Doublade,steel
565,2023-12-08,60,4830.0,565,Carracosta,water
675,2023-12-26,87,24.36,675,Pangoro,fighting
334,2023-12-13,61,333.67,334,Altaria,dragon
402,2023-12-06,74,333.74,402,Kricketune,bug
150,2023-12-11,69,3291.99,150,Mewtwo,psychic
119,2023-12-17,99,5906.34,119,Seaking,water
11,2023-12-12,7,287.91,11,Metapod,bug
733,2023-12-28,74,3185.7,733,Toucannon,normal
140,2023-12-14,42,773.64,140,Kabuto,rock
27,2023-12-17,9,113.94,27,Sandshrew,ground
90,2023-12-11,52,4996.16,90,Shellder,water
10,2023-12-08,24,1056.24,10,Caterpie,bug
396,2023-12-22,91,3276.0,396,Starly,normal
479,2023-12-17,92,3564.08,479,Rotom,electric
438,2023-12-12,40,1375.2,438,Bonsly,rock
654,2023-12-31,83,1779.52,654,Braixen,fire
380,2023-12-04,16,1102.88,380,Latias,dragon
623,2023-12-23,47,3735.09,623,Golurk,ground
453,2023-12-02,94,8221.24,453,Croagunk,poison
280,2023-12-22,76,3231.52,280,Ralts,psychic
97,2023-12-20,16,947.68,97,Hypno,psychic
512,2023-12-05,48,4003.2,512,Simisage,grass
488,2023-12-20,1,8.97,488,Cresselia,psychic
364,2023-12-20,84,231.0,364,Sealeo,ice
66,2023-12-14,59,746.94,66,Machop,fighting
589,2023-12-04,35,1201.9,589,Escavalier,bug
438,2023-12-01,9,274.59,438,Bonsly,rock
717,2023-12-19,21,386.4,717,Yveltal,dark
279,2023-12-07,67,263.98,279,Pelipper,water
656,2023-12-14,45,1290.6,656,Froakie,water
543,2023-12-28,93,5996.64,543,Venipede,bug
195,2023-12-06,32,2736.32,195,Quagsire,water
292,2023-12-01,30,2776.8,292,Shedinja,bug
375,2023-12-03,61,2579.69,375,Metang,steel
543,2023-12-23,86,6058.7,543,Venipede,bug
661,2023-12-13,2,163.94,661,Fletchling,normal
424,2023-12-31,62,5298.52,424,Ambipom,normal
667,2023-12-25,16,1068.48,667,Litleo,fire
195,2023-12-24,58,2654.08,195,Quagsire,water
709,2023-12-31,17,257.55,709,Trevenant,ghost
759,2023-12-27,12,788.16,759,Stufful,normal
672,2023-12-31,81,6903.63,672,Skiddo,grass
131,2023-12-05,87,1806.99,131,Lapras,water
600,2023-12-03,64,392.96,600,Klang,steel
331,2023-12-08,76,2795.28,331,Cacnea,grass
425,2023-12-02,28,2177.56,425,Drifloon,ghost
529,2023-12-04,38,3617.22,529,Drilbur,ground
149,2023-12-07,32,875.84,149,Dragonite,dragon
613,2023-12-18,97,5192.41,613,Cubchoo,ice
723,2023-12-30,21,1220.31,723,Dartrix,grass
4,2023-12-25,93,5767.86,4,Charmander,fire
206,2023-12-17,30,2724.9,206,Dunsparce,normal
764,2023-12-09,97,9233.43,764,Comfey,fairy
196,2023-12-07,10,463.1,196,Espeon,psychic
349,2023-12-24,1,86.86,349,Feebas,water
477,2023-12-11,75,2354.25,477,Dusknoir,ghost
47,2023-12-24,75,6436.5,47,Parasect,bug
725,2023-12-07,6,415.5,725,Litten,fire
510,2023-12-12,82,2669.1,510,Liepard,dark
278,2023-12-14,22,899.36,278,Wingull,water
324,2023-12-01,62,3229.58,324,Torkoal,fire
604,2023-12-25,50,4557.5,604,Eelektross,electric
160,2023-12-26,3,113.13,160,Feraligatr,water
34,2023-12-07,4,46.56,34,Nidoking,poison
773,2023-12-26,68,4621.96,773,Silvally,normal
167,2023-12-26,17,725.05,167,Spinarak,bug
78,2023-12-18,57,3833.25,78,Rapidash,fire
385,2023-12-29,83,4954.27,385,Jirachi,steel
577,2023-12-16,48,1527.84,577,Solosis,psychic
755,2023-12-09,46,4247.64,755,Morelull,grass
209,2023-12-15,9,814.95,209,Snubbull,fairy
320,2023-12-03,12,549.36,320,Wailmer,water
437,2023-12-17,80,5732.0,437,Bronzong,steel
92,2023-12-12,34,1761.88,92,Gastly,ghost
73,2023-12-01,60,2402.4,73,Tentacruel,water
53,2023-12-22,54,486.54,53,Persian,normal
362,2023-12-28,75,4548.75,362,Glalie,ice
555,2023-12-17,31,2528.05,555,Darmanitan,fire
296,2023-12-02,84,2035.32,296,Makuhita,fighting
486,2023-12-09,1,59.92,486,Regigigas,normal
487,2023-12-25,95,3235.7,487,Giratina,ghost
402,2023-12-20,39,3545.1,402,Kricketune,bug
536,2023-12-10,41,2622.36,536,Palpitoad,water
143,2023-12-22,39,1946.49,143,Snorlax,normal
373,2023-12-29,47,2409.22,373,Salamence,dragon
91,2023-12-18,32,1272.64,91,Cloyster,water
171,2023-12-30,16,424.96,171,Lanturn,water
588,2023-12-26,78,1620.84,588,Karrablast,bug
332,2023-12-15,88,1319.12,332,Cacturne,grass
488,2023-12-24,71,352.87,488,Cresselia,psychic
83,2023-12-27,59,828.36,83,Farfetch'd,normal
644,2023-12-12,39,2605.2,644,Zekrom,dragon
54,2023-12-24,71,5578.47,54,Psyduck,water
689,2023-12-06,11,1042.8,689,Barbaracle,rock
130,2023-12-02,60,1463.4,130,Gyarados,water
635,2023-12-04,28,1968.4,635,Hydreigon,dark
147,2023-12-06,56,3627.12,147,Dratini,dragon
734,2023-12-28,25,751.25,734,Yungoos,normal
163,2023-12-05,75,4803.0,163,Hoothoot,normal
441,2023-12-18,79,6534.88,441,Chatot,normal
589,2023-12-13,11,584.32,589,Escavalier,bug
293,2023-12-18,53,2835.5,293,Whismur,normal
302,2023-12-09,6,138.3,302,Sableye,dark
311,2023-12-20,46,724.96,311,Plusle,electric
375,2023-12-23,95,3177.75,375,Metang,steel
288,2023-12-23,100,1718.0,288,Vigoroth,normal
793,2023-12-12,86,2611.82,793,Nihilego,rock
750,2023-12-27,82,4223.82,750,Mudsdale,ground
476,2023-12-15,44,3182.96,476,Probopass,rock
231,2023-12-17,3,57.0,231,Phanpy,ground
372,2023-12-13,6,207.48,372,Shelgon,dragon
486,2023-12-30,49,2109.94,486,Regigigas,normal
34,2023-12-23,40,1784.8,34,Nidoking,poison
48,2023-12-02,66,112.2,48,Venonat,bug
742,2023-12-02,63,2579.22,742,Cutiefly,bug
257,2023-12-21,21,440.37,257,Blaziken,fire
350,2023-12-22,75,797.25,350,Milotic,water
346,2023-12-18,55,4407.15,346,Cradily,rock
118,2023-12-05,67,1554.4,118,Goldeen,water
86,2023-12-03,89,4229.28,86,Seel,water
612,2023-12-18,31,30.07,612,Haxorus,dragon
258,2023-12-31,33,3104.64,258,Mudkip,water
642,2023-12-16,83,6092.2,642,Thundurus,electric
331,2023-12-01,86,7455.34,331,Cacnea,grass
13,2023-12-27,73,2413.38,13,Weedle,bug
318,2023-12-08,36,39.6,318,Carvanha,water
46,2023-12-29,26,54.08,46,Paras,bug
501,2023-12-07,1,86.7,501,Oshawott,water
185,2023-12-26,2,16.14,185,Sudowoodo,rock
461,2023-12-07,78,2445.3,461,Weavile,dark
27,2023-12-03,84,7689.36,27,Sandshrew,ground
242,2023-12-26,55,575.85,242,Blissey,normal
570,2023-12-15,74,679.32,570,Zorua,dark
260,2023-12-04,43,2119.47,260,Swampert,water
428,2023-12-23,7,60.62,428,Lopunny,normal
776,2023-12-16,49,3961.16,776,Turtonator,fire
242,2023-12-16,34,3253.12,242,Blissey,normal
240,2023-12-18,42,858.9,240,Magby,fire
267,2023-12-21,18,565.2,267,Beautifly,bug
667,2023-12-24,47,2849.61,667,Litleo,fire
50,2023-12-04,44,322.08,50,Diglett,ground
510,2023-12-02,38,1571.3,510,Liepard,dark
192,2023-12-28,70,6901.3,192,Sunflora,grass
599,2023-12-02,35,564.9,599,Klink,steel
279,2023-12-08,78,2028.78,279,Pelipper,water
558,2023-12-28,87,6106.53,558,Crustle,bug
351,2023-12-21,44,2220.68,351,Castform,normal
564,2023-12-03,67,4593.52,564,Tirtouga,water
588,2023-12-24,38,3238.74,588,Karrablast,bug
1,2023-12-09,94,8525.8,1,Bulbasaur,grass
658,2023-12-26,24,2332.32,658,Greninja,water
141,2023-12-22,78,6822.66,141,Kabutops,rock
672,2023-12-31,83,7751.37,672,Skiddo,grass
529,2023-12-17,39,3744.78,529,Drilbur,ground
555,2023-12-07,21,2082.99,555,Darmanitan,fire
2,2023-12-08,82,7334.9,2,Ivysaur,grass
226,2023-12-27,44,517.0,226,Mantine,water
631,2023-12-07,64,6020.48,631,Heatmor,fire
164,2023-12-14,14,1307.6,164,Noctowl,normal
642,2023-12-14,3,124.74,642,Thundurus,electric
305,2023-12-12,29,1798.29,305,Lairon,steel
264,2023-12-12,1,93.91,264,Linoone,normal
567,2023-12-05,79,7814.68,567,Archeops,rock
748,2023-12-20,11,232.21,748,Toxapex,poison
372,2023-12-17,66,3806.88,372,Shelgon,dragon
336,2023-12-15,65,3935.1,336,Seviper,poison
404,2023-12-03,44,3193.52,404,Luxio,electric
522,2023-12-01,21,511.98,522,Blitzle,electric
279,2023-12-23,61,6043.88,279,Pelipper,water
613,2023-12-07,43,2693.95,613,Cubchoo,ice
453,2023-12-04,83,4927.71,453,Croagunk,poison
214,2023-12-26,89,2839.1,214,Heracross,bug
567,2023-12-14,63,4390.47,567,Archeops,rock
520,2023-12-04,71,6079.73,520,Tranquill,normal
167,2023-12-05,91,3638.18,167,Spinarak,bug
51,2023-12-16,43,650.59,51,Dugtrio,ground
715,2023-12-17,72,523.44,715,Noivern,flying
678,2023-12-08,58,4746.14,678,Meowstic,psychic
88,2023-12-17,73,4365.4,88,Grimer,poison
270,2023-12-15,72,2619.36,270,Lotad,water
792,2023-12-10,45,2207.7,792,Lunala,psychic
679,2023-12-08,89,1503.21,679,Honedge,steel
530,2023-12-03,41,935.62,530,Excadrill,ground
116,2023-12-31,69,4876.92,116,Horsea,water
245,2023-12-04,28,2325.12,245,Suicune,water
370,2023-12-11,46,2309.2,370,Luvdisc,water
116,2023-12-08,86,1861.9,116,Horsea,water
364,2023-12-23,99,7171.56,364,Sealeo,ice
512,2023-12-20,72,53.28,512,Simisage,grass
162,2023-12-17,33,2013.99,162,Furret,normal
334,2023-12-31,34,2155.94,334,Altaria,dragon
686,2023-12-01,24,1781.52,686,Inkay,dark
573,2023-12-14,28,920.36,573,Cinccino,normal
292,2023-12-20,25,1134.25,292,Shedinja,bug
685,2023-12-08,66,3187.14,685,Slurpuff,fairy
777,2023-12-11,26,214.76,777,Togedemaru,electric
8,2023-12-03,88,7486.16,8,Wartortle,water
349,2023-12-21,83,7684.14,349,Feebas,water
787,2023-12-01,85,971.55,787,Tapu Bulu,grass
4,2023-12-01,73,4636.23,4,Charmander,fire
393,2023-12-20,6,63.54,393,Piplup,water
593,2023-12-02,30,1571.7,593,Jellicent,water
635,2023-12-23,53,3733.32,635,Hydreigon,dark
423,2023-12-06,57,1108.65,423,Gastrodon,water
799,2023-12-20,54,3924.18,799,Guzzlord,dark
540,2023-12-23,77,3771.46,540,Sewaddle,bug
304,2023-12-07,41,1092.24,304,Aron,steel
195,2023-12-09,80,7090.4,195,Quagsire,water
242,2023-12-08,87,7758.66,242,Blissey,normal
734,2023-12-28,75,7044.0,734,Yungoos,normal
501,2023-12-11,25,1477.75,501,Oshawott,water
739,2023-12-23,85,1687.25,739,Crabrawler,fighting
773,2023-12-26,29,567.24,773,Silvally,normal
1,2023-12-04,62,4477.64,1,Bulbasaur,grass
755,2023-12-27,11,388.63,755,Morelull,grass
327,2023-12-26,99,5024.25,327,Spinda,normal
407,2023-12-20,15,1363.05,407,Roserade,grass
38,2023-12-06,12,156.12,38,Ninetales,fire
470,2023-12-27,27,639.36,470,Leafeon,grass
279,2023-12-24,32,2237.76,279,Pelipper,water
199,2023-12-08,98,7478.38,199,Slowking,water
789,2023-12-07,14,214.9,789,Cosmog,psychic
39,2023-12-01,74,4747.1,39,Jigglypuff,normal
218,2023-12-03,62,1398.1,218,Slugma,fire
324,2023-12-21,32,1962.56,324,Torkoal,fire
400,2023-12-22,59,5819.17,400,Bibarel,normal
499,2023-12-28,65,1410.5,499,Pignite,fire
740,2023-12-16,73,4667.62,740,Crabominable,fighting
542,2023-12-02,12,849.84,542,Leavanny,bug
102,2023-12-06,72,2459.52,102,Exeggcute,grass
770,2023-12-08,72,3466.8,770,Palossand,ghost
319,2023-12-11,87,6177.87,319,Sharpedo,water
386,2023-12-26,73,4872.75,386,Deoxys,psychic
305,2023-12-21,92,375.36,305,Lairon,steel
251,2023-12-23,84,6685.56,251,Celebi,psychic
176,2023-12-30,91,5912.27,176,Togetic,fairy
309,2023-12-02,37,2018.35,309,Electrike,electric
757,2023-12-14,59,4390.19,757,Salandit,poison
631,2023-12-13,78,1973.4,631,Heatmor,fire
92,2023-12-20,38,230.66,92,Gastly,ghost
160,2023-12-23,66,2361.48,160,Feraligatr,water
625,2023-12-04,10,953.1,625,Bisharp,dark
441,2023-12-08,10,301.8,441,Chatot,normal
497,2023-12-24,29,1974.32,497,Serperior,grass
682,2023-12-16,96,2305.92,682,Spritzee,fairy
119,2023-12-05,29,786.19,119,Seaking,water
142,2023-12-21,50,1348.0,142,Aerodactyl,rock
708,2023-12-19,51,4448.73,708,Phantump,ghost
709,2023-12-07,1,44.38,709,Trevenant,ghost
755,2023-12-25,64,2808.32,755,Morelull,grass
432,2023-12-18,88,7655.12,432,Purugly,normal
50,2023-12-25,16,1468.48,50,Diglett,ground
622,2023-12-14,69,2996.67,622,Golett,ground
320,2023-12-19,21,851.55,320,Wailmer,water
361,2023-12-21,28,2477.44,361,Snorunt,ice
751,2023-12-13,99,4554.0,751,Dewpider,water
696,2023-12-01,55,22.55,696,Tyrunt,rock
50,2023-12-26,79,6399.79,50,Diglett,ground
118,2023-12-24,80,2347.2,118,Goldeen,water
537,2023-12-14,67,4511.78,537,Seismitoad,water
163,2023-12-09,89,6788.92,163,Hoothoot,normal
773,2023-12-08,24,1722.48,773,Silvally,normal
782,2023-12-09,38,158.84,782,Jangmo-o,dragon
514,2023-12-02,53,2741.69,514,Simisear,fire
689,2023-12-24,43,2632.03,689,Barbaracle,rock
528,2023-12-17,70,6176.1,528,Swoobat,psychic
453,2023-12-30,81,1860.57,453,Croagunk,poison
594,2023-12-07,30,1385.1,594,Alomomola,water
314,2023-12-03,28,1624.56,314,Illumise,bug
63,2023-12-24,41,407.13,63,Abra,psychic
177,2023-12-19,68,6647.68,177,Natu,psychic
419,2023-12-04,37,1449.66,419,Floatzel,water
530,2023-12-18,81,1322.73,530,Excadrill,ground
161,2023-12-11,67,5016.29,161,Sentret,normal
594,2023-12-19,5,230.45,594,Alomomola,water
565,2023-12-06,89,5611.45,565,Carracosta,water
10,2023-12-29,29,214.6,10,Caterpie,bug
512,2023-12-21,60,4139.4,512,Simisage,grass
240,2023-12-13,55,4837.8,240,Magby,fire
622,2023-12-16,51,166.26,622,Golett,ground
268,2023-12-31,21,1999.2,268,Cascoon,bug
666,2023-12-27,36,2866.68,666,Vivillon,bug
800,2023-12-10,16,1443.68,800,Necrozma,psychic
153,2023-12-08,10,595.8,153,Bayleef,grass
242,2023-12-18,82,2452.62,242,Blissey,normal
196,2023-12-21,6,115.44,196,Espeon,psychic
502,2023-12-03,11,680.35,502,Dewott,water
91,2023-12-24,52,117.0,91,Cloyster,water
378,2023-12-03,90,2961.9,378,Regice,ice
487,2023-12-07,10,409.3,487,Giratina,ghost
45,2023-12-29,82,3895.0,45,Vileplume,grass
109,2023-12-22,22,1625.58,109,Koffing,poison
538,2023-12-19,83,7657.58,538,Throh,fighting
374,2023-12-12,4,89.08,374,Beldum,steel
574,2023-12-03,87,1595.58,574,Gothita,psychic
362,2023-12-05,31,48.67,362,Glalie,ice
562,2023-12-12,81,6693.84,562,Yamask,ghost
576,2023-12-15,10,720.4,576,Gothitelle,psychic
393,2023-12-13,87,262.74,393,Piplup,water
3,2023-12-04,19,1324.87,3,Venusaur,grass
740,2023-12-26,25,1356.75,740,Crabominable,fighting
560,2023-12-10,70,3948.0,560,Scrafty,dark
537,2023-12-26,79,2393.7,537,Seismitoad,water
468,2023-12-16,22,1497.98,468,Togekiss,fairy
506,2023-12-19,78,5019.3,506,Lillipup,normal
338,2023-12-01,51,1950.24,338,Solrock,rock
559,2023-12-27,77,5604.06,559,Scraggy,dark
191,2023-12-06,52,714.48,191,Sunkern,grass
486,2023-12-18,12,908.4,486,Regigigas,normal
362,2023-12-04,42,3777.9,362,Glalie,ice
513,2023-12-02,44,286.44,513,Pansear,fire
386,2023-12-24,50,2990.0,386,Deoxys,psychic
299,2023-12-31,37,2977.76,299,Nosepass,rock
84,2023-12-03,69,6125.82,84,Doduo,normal
437,2023-12-04,73,3565.32,437,Bronzong,steel
725,2023-12-26,9,538.29,725,Litten,fire
5,2023-12-13,45,202.95,5,Charmeleon,fire
176,2023-12-18,29,2037.54,176,Togetic,fairy
501,2023-12-09,11,636.35,501,Oshawott,water
380,2023-12-16,50,2770.0,380,Latias,dragon
470,2023-12-21,16,88.48,470,Leafeon,grass
420,2023-12-11,21,1206.45,420,Cherubi,grass
18,2023-12-08,8,458.88,18,Pidgeot,normal
473,2023-12-01,91,8273.72,473,Mamoswine,ice
648,2023-12-05,46,3146.4,648,Meloetta,normal
470,2023-12-12,24,2287.44,470,Leafeon,grass
116,2023-12-21,22,1633.06,116,Horsea,water
